sim,true_beta,n,model,p,n_f,true_beta_f
134,0,25,model2,0.11888472822492546,25,beta = 0
134,0,25,model3,0.24974104535697675,25,beta = 0
134,0,25,model4,0.3170086837815357,25,beta = 0
135,0,25,model1,0.6178576802700282,25,beta = 0
135,0,25,model2,0.7949097577070574,25,beta = 0
135,0,25,model3,0.4235869930340409,25,beta = 0
135,0,25,model4,0.09601159959839228,25,beta = 0
136,0,25,model1,0.30842809044016034,25,beta = 0
136,0,25,model2,0.4833311044198272,25,beta = 0
136,0,25,model3,0.6300702827161021,25,beta = 0
136,0,25,model4,0.12599115547322562,25,beta = 0
137,0,25,model1,0.6617502752376979,25,beta = 0
137,0,25,model2,0.25848408377822424,25,beta = 0
137,0,25,model3,0.8511329379153639,25,beta = 0
137,0,25,model4,0.2139968239432589,25,beta = 0
138,0,25,model1,0.10058925186690035,25,beta = 0
138,0,25,model2,0.9459675152289845,25,beta = 0
138,0,25,model3,0.5594810198364861,25,beta = 0
138,0,25,model4,0.7850253398120295,25,beta = 0
139,0,25,model1,0.8821619458288303,25,beta = 0
139,0,25,model2,0.38620290363886745,25,beta = 0
139,0,25,model3,0.7323272166080927,25,beta = 0
139,0,25,model4,0.09932179581756188,25,beta = 0
140,0,25,model1,0.49592142202278466,25,beta = 0
140,0,25,model2,0.28709457234470337,25,beta = 0
140,0,25,model3,0.7237202049260143,25,beta = 0
140,0,25,model4,0.7261258516089949,25,beta = 0
141,0,25,model1,0.14384940846680166,25,beta = 0
141,0,25,model2,0.9363703552541268,25,beta = 0
141,0,25,model3,0.6700133212325768,25,beta = 0
141,0,25,model4,0.32472367943951996,25,beta = 0
142,0,25,model1,0.5594262735152904,25,beta = 0
142,0,25,model2,0.8080493625840794,25,beta = 0
142,0,25,model3,0.8899408826421947,25,beta = 0
142,0,25,model4,0.9456767889222821,25,beta = 0
143,0,25,model1,0.5965659119970828,25,beta = 0
143,0,25,model2,0.8214274221202775,25,beta = 0
143,0,25,model3,0.23327994296254453,25,beta = 0
143,0,25,model4,0.9881706188487216,25,beta = 0
144,0,25,model1,0.3997105832733988,25,beta = 0
144,0,25,model2,0.5704508149603742,25,beta = 0
144,0,25,model3,0.4897332008226031,25,beta = 0
144,0,25,model4,0.5619602755678791,25,beta = 0
145,0,25,model1,0.6461997082666388,25,beta = 0
145,0,25,model2,0.65654553850883135,25,beta = 0
145,0,25,model3,0.7272452125220035,25,beta = 0
145,0,25,model4,0.09500508230977493,25,beta = 0
146,0,25,model1,0.9950314455388174,25,beta = 0
146,0,25,model2,0.02621589650299141,25,beta = 0
146,0,25,model3,0.530274953965441,25,beta = 0
146,0,25,model4,0.1987407980374446,25,beta = 0
147,0,25,model1,0.468099374074713,25,beta = 0
147,0,25,model2,0.0402712266356129,25,beta = 0
147,0,25,model3,0.8255721771049815,25,beta = 0
147,0,25,model4,0.23971533951110788,25,beta = 0
148,0,25,model1,0.41095933300832155,25,beta = 0
148,0,25,model2,0.30099673572839836,25,beta = 0
148,0,25,model3,0.8913889575958333,25,beta = 0
148,0,25,model4,0.048568774817428245,25,beta = 0
149,0,25,model1,0.8676713430685346,25,beta = 0
149,0,25,model2,0.24281444898936255,25,beta = 0
149,0,25,model3,0.5524911541900173,25,beta = 0
149,0,25,model4,0.31777045869508747,25,beta = 0
150,0,25,model1,0.756370109549182,25,beta = 0
150,0,25,model2,0.9439843282131235,25,beta = 0
150,0,25,model3,0.6929290483598283,25,beta = 0
150,0,25,model4,0.18371647100937713,25,beta = 0
151,0,25,model1,0.6064394893893525,25,beta = 0
151,0,25,model2,0.07637262638238337,25,beta = 0
151,0,25,model3,0.5844501918754657,25,beta = 0
151,0,25,model4,0.6592091656470789,25,beta = 0
152,0,25,model1,0.03744775450121424,25,beta = 0
152,0,25,model2,0.2150730843930566,25,beta = 0
152,0,25,model3,0.525799135942542,25,beta = 0
152,0,25,model4,0.9841096194415647,25,beta = 0
153,0,25,model1,0.6116492617885252,25,beta = 0
153,0,25,model2,0.7756835457779397,25,beta = 0
153,0,25,model3,0.8331826501545121,25,beta = 0
153,0,25,model4,0.9639958386612166,25,beta = 0
154,0,25,model1,0.4660413466302934,25,beta = 0
154,0,25,model2,0.16396743290664503,25,beta = 0
154,0,25,model3,0.7646349524341303,25,beta = 0
154,0,25,model4,0.8806593336979079,25,beta = 0
155,0,25,model1,0.0021715189504831266,25,beta = 0
155,0,25,model2,0.11330725127730445,25,beta = 0
155,0,25,model3,0.22518149176841193,25,beta = 0
155,0,25,model4,0.4859043086882836,25,beta = 0
156,0,25,model1,0.5037228142886621,25,beta = 0
156,0,25,model2,0.542788537237615,25,beta = 0
156,0,25,model3,0.6324769183803534,25,beta = 0
156,0,25,model4,0.30304836627879816,25,beta = 0
157,0,25,model1,0.8420550568966865,25,beta = 0
157,0,25,model2,0.4106909991202049,25,beta = 0
157,0,25,model3,0.3262863502982726,25,beta = 0
157,0,25,model4,0.8477797095085097,25,beta = 0
158,0,25,model1,0.5608047497751353,25,beta = 0
158,0,25,model2,0.3824071173224277,25,beta = 0
158,0,25,model3,0.2663445561754806,25,beta = 0
158,0,25,model4,0.9279484507415308,25,beta = 0
159,0,25,model1,0.7331220097091959,25,beta = 0
159,0,25,model2,0.05682706716752143,25,beta = 0
159,0,25,model3,0.6503481028525215,25,beta = 0
159,0,25,model4,0.51184902059104,25,beta = 0
160,0,25,model1,0.9324687989763938,25,beta = 0
160,0,25,model2,0.8779491512518465,25,beta = 0
160,0,25,model3,0.4452529718321605,25,beta = 0
160,0,25,model4,0.5771081994473329,25,beta = 0
161,0,25,model1,0.8792225671184057,25,beta = 0
161,0,25,model2,0.18713969319008686,25,beta = 0
161,0,25,model3,0.8276751712996953,25,beta = 0
161,0,25,model4,0.653157554823417,25,beta = 0
162,0,25,model1,0.6179012029183446,25,beta = 0
162,0,25,model2,0.8258622677837382,25,beta = 0
162,0,25,model3,0.7022121170241549,25,beta = 0
162,0,25,model4,0.19503288267868382,25,beta = 0
163,0,25,model1,0.4765477650964358,25,beta = 0
163,0,25,model2,0.9817244236946812,25,beta = 0
163,0,25,model3,0.843925730189025,25,beta = 0
163,0,25,model4,0.8735826545926293,25,beta = 0
164,0,25,model1,0.3659175179365458,25,beta = 0
164,0,25,model2,0.35179013271532045,25,beta = 0
164,0,25,model3,0.5992844944959845,25,beta = 0
164,0,25,model4,0.9660846677640287,25,beta = 0
165,0,25,model1,0.2312794859009817,25,beta = 0
165,0,25,model2,0.008860972881821041,25,beta = 0
165,0,25,model3,0.9568141925805784,25,beta = 0
165,0,25,model4,0.1954253716823282,25,beta = 0
166,0,25,model1,0.6130614326540169,25,beta = 0
166,0,25,model2,0.6644477802080371,25,beta = 0
166,0,25,model3,0.9922884442881177,25,beta = 0
166,0,25,model4,0.6965940584335957,25,beta = 0
167,0,25,model1,0.7899020117926152,25,beta = 0
167,0,25,model2,0.48687963763204445,25,beta = 0
167,0,25,model3,0.22622624124268828,25,beta = 0
167,0,25,model4,0.8890399860775889,25,beta = 0
168,0,25,model1,0.7116484133051058,25,beta = 0
168,0,25,model2,0.9798415879299978,25,beta = 0
168,0,25,model3,0.36957502114515217,25,beta = 0
168,0,25,model4,0.11091980626557629,25,beta = 0
169,0,25,model1,0.8757421855754979,25,beta = 0
169,0,25,model2,0.8401552633713278,25,beta = 0
169,0,25,model3,0.9653505989214326,25,beta = 0
169,0,25,model4,0.3400496344037087,25,beta = 0
170,0,25,model1,0.16243773197303948,25,beta = 0
170,0,25,model2,0.41637073641492506,25,beta = 0
170,0,25,model3,0.8345700372945588,25,beta = 0
170,0,25,model4,0.31768947513400764,25,beta = 0
171,0,25,model1,0.09622224263894764,25,beta = 0
171,0,25,model2,0.9267402381520398,25,beta = 0
171,0,25,model3,0.5899520509019109,25,beta = 0
171,0,25,model4,0.7811471065839211,25,beta = 0
172,0,25,model1,0.7301614031298194,25,beta = 0
172,0,25,model2,0.027797645684434352,25,beta = 0
172,0,25,model3,0.03845379936055385,25,beta = 0
172,0,25,model4,0.17204201628187055,25,beta = 0
173,0,25,model1,0.4862461711830841,25,beta = 0
173,0,25,model2,0.29281787724415387,25,beta = 0
173,0,25,model3,0.7378558075353269,25,beta = 0
173,0,25,model4,0.5865432546291418,25,beta = 0
174,0,25,model1,0.15005527409675865,25,beta = 0
174,0,25,model2,0.9543691832859479,25,beta = 0
174,0,25,model3,0.06346007549173732,25,beta = 0
174,0,25,model4,0.8673414793185314,25,beta = 0
175,0,25,model1,0.08076455720462203,25,beta = 0
175,0,25,model2,0.13462486022258216,25,beta = 0
175,0,25,model3,0.7312151649831914,25,beta = 0
175,0,25,model4,0.2937966976098507,25,beta = 0
176,0,25,model1,0.8559143128593361,25,beta = 0
176,0,25,model2,0.2212764792829055,25,beta = 0
176,0,25,model3,0.5601614033210658,25,beta = 0
176,0,25,model4,0.5639856019202629,25,beta = 0
177,0,25,model1,0.5654533264568262,25,beta = 0
177,0,25,model2,0.5275367349291884,25,beta = 0
177,0,25,model3,0.566670600035357,25,beta = 0
177,0,25,model4,0.3849959315306427,25,beta = 0
178,0,25,model1,0.8930258357229415,25,beta = 0
178,0,25,model2,0.3871278141624166,25,beta = 0
178,0,25,model3,0.7307035444011567,25,beta = 0
178,0,25,model4,0.1527860876550236,25,beta = 0
179,0,25,model1,0.9529502886033436,25,beta = 0
179,0,25,model2,0.2461196617459549,25,beta = 0
179,0,25,model3,0.6931998902500718,25,beta = 0
179,0,25,model4,0.3683148746827438,25,beta = 0
180,0,25,model1,0.324357857670041,25,beta = 0
180,0,25,model2,0.27654132735249914,25,beta = 0
180,0,25,model3,0.2505460554757554,25,beta = 0
180,0,25,model4,0.9793676146815278,25,beta = 0
181,0,25,model1,0.39826232919483573,25,beta = 0
181,0,25,model2,0.14902911894108123,25,beta = 0
181,0,25,model3,0.1964618159758208,25,beta = 0
181,0,25,model4,0.8813704478834355,25,beta = 0
182,0,25,model1,0.988352104791103,25,beta = 0
182,0,25,model2,0.11803342685032357,25,beta = 0
182,0,25,model3,0.0291188869886037,25,beta = 0
182,0,25,model4,0.9456695901692225,25,beta = 0
183,0,25,model1,0.7618710796122081,25,beta = 0
183,0,25,model2,0.9574042364569556,25,beta = 0
183,0,25,model3,0.6040893292914067,25,beta = 0
183,0,25,model4,0.1204554827247056,25,beta = 0
184,0,25,model1,0.10288877849521616,25,beta = 0
184,0,25,model2,0.119120907769586,25,beta = 0
184,0,25,model3,0.979209888166402,25,beta = 0
184,0,25,model4,0.5301526555557359,25,beta = 0
185,0,25,model1,0.9538844204029049,25,beta = 0
185,0,25,model2,0.9010073147416698,25,beta = 0
185,0,25,model3,0.27641941274522613,25,beta = 0
185,0,25,model4,0.0801931670244786,25,beta = 0
186,0,25,model1,0.09358279643897258,25,beta = 0
186,0,25,model2,0.9818350199013169,25,beta = 0
186,0,25,model3,0.4532023270726878,25,beta = 0
186,0,25,model4,0.6187042553265656,25,beta = 0
187,0,25,model1,0.6764221745071481,25,beta = 0
187,0,25,model2,0.17949973296233437,25,beta = 0
187,0,25,model3,0.09564791140316581,25,beta = 0
187,0,25,model4,0.924215150719533,25,beta = 0
188,0,25,model1,0.31529568343589687,25,beta = 0
188,0,25,model2,0.7229567678157901,25,beta = 0
188,0,25,model3,0.14723035714588598,25,beta = 0
188,0,25,model4,0.08146624950151904,25,beta = 0
189,0,25,model1,0.6196436518581195,25,beta = 0
189,0,25,model2,0.9631636009350028,25,beta = 0
189,0,25,model3,0.5183974150358609,25,beta = 0
189,0,25,model4,0.9444390300232348,25,beta = 0
190,0,25,model1,0.1396185506048659,25,beta = 0
190,0,25,model2,0.5569317846579834,25,beta = 0
190,0,25,model3,0.8219509847409022,25,beta = 0
190,0,25,model4,0.9164375804887448,25,beta = 0
191,0,25,model1,0.1465392540945748,25,beta = 0
191,0,25,model2,0.58767872773783425,25,beta = 0
191,0,25,model3,0.35634045931092573,25,beta = 0
191,0,25,model4,0.6139949449305554,25,beta = 0
192,0,25,model1,0.42218025089970856,25,beta = 0
192,0,25,model2,0.9244582748049786,25,beta = 0
192,0,25,model3,0.3122505222867213,25,beta = 0
192,0,25,model4,0.05703145060902576,25,beta = 0
193,0,25,model1,0.8042700779873198,25,beta = 0
193,0,25,model2,0.943310821537701,25,beta = 0
193,0,25,model3,0.036300891960752195,25,beta = 0
193,0,25,model4,0.8878255297972248,25,beta = 0
194,0,25,model1,0.8879546069953662,25,beta = 0
194,0,25,model2,0.06466201818950182,25,beta = 0
194,0,25,model3,0.3078121060139708,25,beta = 0
194,0,25,model4,0.7583305586117989,25,beta = 0
195,0,25,model1,0.3154623209948543,25,beta = 0
195,0,25,model2,0.007563526817317703,25,beta = 0
195,0,25,model3,0.05900542635536734,25,beta = 0
195,0,25,model4,0.9429283802534878,25,beta = 0
196,0,25,model1,0.3920562132980625,25,beta = 0
196,0,25,model2,0.12341647329631478,25,beta = 0
196,0,25,model3,0.4946290894224695,25,beta = 0
196,0,25,model4,0.46082774006845895,25,beta = 0
197,0,25,model1,0.45074600121139463,25,beta = 0
197,0,25,model2,0.8380920512427255,25,beta = 0
197,0,25,model3,0.5065996360435896,25,beta = 0
197,0,25,model4,0.07488439360333976,25,beta = 0
198,0,25,model1,0.004797888087638028,25,beta = 0
198,0,25,model2,0.036345434346618556,25,beta = 0
198,0,25,model3,0.41586956899925454,25,beta = 0
198,0,25,model4,0.1569909420919061,25,beta = 0
199,0,25,model1,0.6402136623196686,25,beta = 0
199,0,25,model2,0.9628215426736542,25,beta = 0
199,0,25,model3,0.7445538350251775,25,beta = 0
199,0,25,model4,0.060128496633423456,25,beta = 0
200,0,25,model1,0.604423039732565,25,beta = 0
200,0,25,model2,0.21404801191992948,25,beta = 0
200,0,25,model3,0.7393084270307151,25,beta = 0
200,0,25,model4,0.269685845561881,25,beta = 0
201,0,25,model1,0.2835151867388318,25,beta = 0
201,0,25,model2,0.3328409445467979,25,beta = 0
201,0,25,model3,0.617018516449438,25,beta = 0
201,0,25,model4,0.6024842515899437,25,beta = 0
202,0,25,model1,0.04222412701231839,25,beta = 0
202,0,25,model2,0.9436334914013517,25,beta = 0
202,0,25,model3,0.985692407356727,25,beta = 0
202,0,25,model4,0.17699698476171957,25,beta = 0
203,0,25,model1,0.620304757289929,25,beta = 0
203,0,25,model2,0.6545254425636149,25,beta = 0
203,0,25,model3,0.9287300144633103,25,beta = 0
203,0,25,model4,0.88967417046333,25,beta = 0
204,0,25,model1,0.8285777906432571,25,beta = 0
204,0,25,model2,0.4563393099274339,25,beta = 0
204,0,25,model3,0.9244106540317045,25,beta = 0
204,0,25,model4,0.483727693430012,25,beta = 0
205,0,25,model1,0.4085077201946504,25,beta = 0
205,0,25,model2,0.32359010993134396,25,beta = 0
205,0,25,model3,0.9723863115917311,25,beta = 0
205,0,25,model4,0.4570513576740115,25,beta = 0
206,0,25,model1,0.7480999257672826,25,beta = 0
206,0,25,model2,0.8940250693760107,25,beta = 0
206,0,25,model3,0.5773667344567436,25,beta = 0
206,0,25,model4,0.6395381746759368,25,beta = 0
207,0,25,model1,0.676603412138659,25,beta = 0
207,0,25,model2,0.30878739947460576,25,beta = 0
207,0,25,model3,0.8540994990973731,25,beta = 0
207,0,25,model4,0.8279453482717092,25,beta = 0
208,0,25,model1,0.8279067057806304,25,beta = 0
208,0,25,model2,0.6776174980755458,25,beta = 0
208,0,25,model3,0.5308367652244776,25,beta = 0
208,0,25,model4,0.744736997416928,25,beta = 0
209,0,25,model1,0.17813044636591313,25,beta = 0
209,0,25,model2,0.43057480517128255,25,beta = 0
209,0,25,model3,0.6908798436249917,25,beta = 0
209,0,25,model4,0.2471825085561542,25,beta = 0
210,0,25,model1,0.4966690535421008,25,beta = 0
210,0,25,model2,0.42419809903055905,25,beta = 0
210,0,25,model3,0.5349059992025795,25,beta = 0
210,0,25,model4,0.3414113871217398,25,beta = 0
211,0,25,model1,0.8892984139832506,25,beta = 0
211,0,25,model2,0.027870762234404742,25,beta = 0
211,0,25,model3,0.6508309289207046,25,beta = 0
211,0,25,model4,0.06518914674006507,25,beta = 0
212,0,25,model1,0.4669714460713763,25,beta = 0
212,0,25,model2,0.5796118957982109,25,beta = 0
212,0,25,model3,0.944709934708006,25,beta = 0
212,0,25,model4,0.17787838853357224,25,beta = 0
213,0,25,model1,0.07623415687932175,25,beta = 0
213,0,25,model2,0.28917961982726453,25,beta = 0
213,0,25,model3,0.08997480645718098,25,beta = 0
213,0,25,model4,0.27514127182798254,25,beta = 0
214,0,25,model1,0.9199087362333391,25,beta = 0
214,0,25,model2,0.05380913414648424,25,beta = 0
214,0,25,model3,0.7200002048046547,25,beta = 0
214,0,25,model4,0.09110115937046312,25,beta = 0
215,0,25,model1,0.3040453267186788,25,beta = 0
215,0,25,model2,0.27207854335922804,25,beta = 0
215,0,25,model3,0.9955263053198332,25,beta = 0
215,0,25,model4,0.41523438757873743,25,beta = 0
216,0,25,model1,0.19687056393828983,25,beta = 0
216,0,25,model2,0.7224494883798478,25,beta = 0
216,0,25,model3,0.5329903299906456,25,beta = 0
216,0,25,model4,0.8285271635448292,25,beta = 0
217,0,25,model1,0.6447722878992049,25,beta = 0
217,0,25,model2,0.7864680707705947,25,beta = 0
217,0,25,model3,0.14776118402474,25,beta = 0
217,0,25,model4,0.5717287128631747,25,beta = 0
218,0,25,model1,0.0022326703534735746,25,beta = 0
218,0,25,model2,0.8336382106738758,25,beta = 0
218,0,25,model3,0.4732476591946504,25,beta = 0
218,0,25,model4,0.5033722482022642,25,beta = 0
219,0,25,model1,0.11858921507524739,25,beta = 0
219,0,25,model2,0.637680413727613,25,beta = 0
219,0,25,model3,0.36664308267047074,25,beta = 0
219,0,25,model4,0.05066504301312924,25,beta = 0
220,0,25,model1,0.21863903092235187,25,beta = 0
220,0,25,model2,0.4398733865144496,25,beta = 0
220,0,25,model3,0.1665727048478154,25,beta = 0
220,0,25,model4,0.3821202117998437,25,beta = 0
221,0,25,model1,0.7300837051806784,25,beta = 0
221,0,25,model2,0.2802709274978693,25,beta = 0
221,0,25,model3,0.7797149613188781,25,beta = 0
221,0,25,model4,0.47216506174593265,25,beta = 0
222,0,25,model1,0.6189797354291051,25,beta = 0
222,0,25,model2,0.07058516333997528,25,beta = 0
222,0,25,model3,0.6794416849417717,25,beta = 0
222,0,25,model4,0.8402702477882307,25,beta = 0
223,0,25,model1,0.09713693775692071,25,beta = 0
223,0,25,model2,0.6130454380694879,25,beta = 0
223,0,25,model3,0.41557758483387985,25,beta = 0
223,0,25,model4,0.9949498031687225,25,beta = 0
224,0,25,model1,0.013119552371616862,25,beta = 0
224,0,25,model2,0.246133145248844,25,beta = 0
224,0,25,model3,0.7522532945966238,25,beta = 0
224,0,25,model4,0.8245862212592462,25,beta = 0
225,0,25,model1,0.3869567587422741,25,beta = 0
225,0,25,model2,0.049701012218915853,25,beta = 0
225,0,25,model3,0.43487441552040973,25,beta = 0
225,0,25,model4,0.5843704491899249,25,beta = 0
226,0,25,model1,0.7567841957529654,25,beta = 0
226,0,25,model2,0.638999643104657,25,beta = 0
226,0,25,model3,0.5024937233298992,25,beta = 0
226,0,25,model4,0.2319379995417726,25,beta = 0
227,0,25,model1,0.09577329267811972,25,beta = 0
227,0,25,model2,0.07476817413902069,25,beta = 0
227,0,25,model3,0.41592909153475355,25,beta = 0
227,0,25,model4,0.5875270261208161,25,beta = 0
228,0,25,model1,0.37358878168733234,25,beta = 0
228,0,25,model2,0.19104726177627118,25,beta = 0
228,0,25,model3,0.5312842784006295,25,beta = 0
228,0,25,model4,0.11946855875131641,25,beta = 0
229,0,25,model1,0.11287669829162769,25,beta = 0
229,0,25,model2,0.27908532121358604,25,beta = 0
229,0,25,model3,0.6731956923174853,25,beta = 0
229,0,25,model4,0.8483758088685195,25,beta = 0
230,0,25,model1,0.7499906251695543,25,beta = 0
230,0,25,model2,0.8148397822331399,25,beta = 0
230,0,25,model3,0.6364637420354533,25,beta = 0
230,0,25,model4,0.6860177826765579,25,beta = 0
231,0,25,model1,0.8456693326793513,25,beta = 0
231,0,25,model2,0.1602118781545834,25,beta = 0
231,0,25,model3,0.20322222582790905,25,beta = 0
231,0,25,model4,0.8951681097213988,25,beta = 0
232,0,25,model1,0.18878760769111183,25,beta = 0
232,0,25,model2,0.5164430136132494,25,beta = 0
232,0,25,model3,0.37140508900616653,25,beta = 0
232,0,25,model4,0.5160024449719921,25,beta = 0
233,0,25,model1,0.11151183133396779,25,beta = 0
233,0,25,model2,0.054432549283851356,25,beta = 0
233,0,25,model3,0.9089722154984735,25,beta = 0
233,0,25,model4,0.7636350336597604,25,beta = 0
234,0,25,model1,0.6937094648952936,25,beta = 0
234,0,25,model2,0.24721062819794903,25,beta = 0
234,0,25,model3,0.475928404942222,25,beta = 0
234,0,25,model4,0.1340873261285118,25,beta = 0
235,0,25,model1,0.5625054308099555,25,beta = 0
235,0,25,model2,0.8021222298201269,25,beta = 0
235,0,25,model3,0.7241636461086804,25,beta = 0
235,0,25,model4,0.3526059926017977,25,beta = 0
236,0,25,model1,0.7348413657429038,25,beta = 0
236,0,25,model2,0.04275223646404188,25,beta = 0
236,0,25,model3,0.674870114296372,25,beta = 0
236,0,25,model4,0.057170180469026534,25,beta = 0
237,0,25,model1,0.12460984769391732,25,beta = 0
237,0,25,model2,0.09185927853456309,25,beta = 0
237,0,25,model3,0.2032115110728937,25,beta = 0
237,0,25,model4,0.9983778655727444,25,beta = 0
238,0,25,model1,0.6532580599133071,25,beta = 0
238,0,25,model2,0.6273231414189032,25,beta = 0
238,0,25,model3,0.01905617768858354,25,beta = 0
238,0,25,model4,0.42395515417542906,25,beta = 0
239,0,25,model1,0.49780663556015914,25,beta = 0
239,0,25,model2,0.8725363938430158,25,beta = 0
239,0,25,model3,0.227079834475747,25,beta = 0
239,0,25,model4,0.09490425428685545,25,beta = 0
240,0,25,model1,0.597313683809277,25,beta = 0
240,0,25,model2,0.8159044161907334,25,beta = 0
240,0,25,model3,0.02672518029792916,25,beta = 0
240,0,25,model4,0.6661162801794347,25,beta = 0
